id,created_at,source,original_text,clean_text,lang,favorite_count,retweet_count,original_author,hashtags,user_mentions,place,clean_tweet,compound,neg,neu,pos,sentiment
1.26e+18,2020-04-30,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @tribelaw: We have now crossed the dreaded Vietnam barrier. More Americans have been killed by Covid-19 in three months than in Vietnam…,We crossed dreaded Vietnam barrier More Americans killed Covid-19 three months Vietnam…,en,0,11,ElizabethPart12,,tribelaw,"Virginia Beach, VA",cross dread vietnam barrier american kill covid19 three month vietnam,-0.8481,0.568,0.432,0.0,neg
1.26e+18,2020-04-30,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @MSNBC: “Here we actually see the grave consequences of this disdain and this ignoring of intelligence warnings.” 

— Jeremy Bash, fmr.…",“ Here actually see grave consequences disdain ignoring intelligence warnings. ” — Jeremy Bash fmr.…,en,0,26252,7bluebelle,,MSNBC,,actual see grave consequ disdain ignor intellig warn jeremi bash fmr,-0.7269,0.47,0.53,0.0,neg
1.26e+18,2020-04-30,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Dstv: DSTV should give S​.​A. subscribers a payment break or decrease prices during Covid-19 - Sign the Petition!… https://t.co/BMOmTZbILx,Dstv DSTV give S​.​A subscribers payment break decrease prices Covid-19 Sign Petition …,en,0,1,mmoniP,,,Gauteng,dstv dstv give subscrib payment break decreas price covid19 sign petit,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-04-30,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","“The illusion of heroism”

‘It’s a sinking ship’: COVID-19 deaths triple at state-run vets nursing home in Chester… https://t.co/9o9SP3ZJUL",“ The illusion heroism ” ‘ It ’ sinking ship ’ COVID-19 deaths triple state-run vets nursing home Chester…,en,0,0,tommythefamily,,,Las Cabezas de Pendejitos ,illus heroism sink ship covid19 death tripl state run vet nurs home chester,-0.0258,0.209,0.588,0.203,neg
1.26e+18,2020-04-30,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",RT @portsmouthtoday: ⛔ We will be closing the seafront roads to vehicles from 6am on 1 May until further notice so… https://t.co/TyV7sDj7O5,We closing seafront roads vehicles May notice so…,en,0,25,portsmouthtoday,,portsmouthtoday,Portsmouth,close seafront road vehicl may notic,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-04-30,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter for  iPhone</a>","RT @TwitterIR: Avg monetizable DAU (mDAU) grew 24% y/y from typical seasonal strength, ongoing product improvements, and global conversatio…",Avg monetizable DAU mDAU grew y/y typical seasonal strength ongoing product improvements global conversatio…,en,0,291,davidhillgm,,TwitterIR,WI - TX,avg monetiz dau mdau grew typic season strength ongo product improv global conversatio,0.4939,0.0,0.789,0.211,pos
1.26e+18,2020-04-30,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @bopinion: How much more calamity can East Africa take?

Already struggling the coronavirus pandemic and a Biblical scourge of locusts,…",How much calamity East Africa take Already struggling coronavirus pandemic Biblical scourge locusts …,en,0,46,_SolCalibur,,bopinion,Norfside,much calam east africa take alreadi struggl coronaviru pandem biblic scourg locust,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-04-30,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @AngrierWHStaff: We should always remember that Trump was happy to use his powers to force meat processing plants to stay open despite m…,We always remember Trump happy use powers force meat processing plants stay open despite m…,en,0,287,CharleyCano1,,AngrierWHStaff,,alway rememb trump happi use power forc meat process plant stay open despit,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-04-30,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",This Woman Is Behind Vaccine That May End COVID-19 Pandemic And Save The World https://t.co/8HfW0ar9qL via @indiatimes,This Woman Is Behind Vaccine That May End COVID-19 Pandemic And Save The World via,en,0,0,IRENEOJR,,indiatimes,Rehiyon ng CALABARZON,woman behind vaccin may end covid19 pandem save world via,0.4939,0.0,0.738,0.262,pos
1.26e+18,2020-04-30,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Dstv: DSTV should give S​.​A. subscribers a payment break or decrease prices during Covid-19 - Sign the Petition!… https://t.co/aTfzlpl7vi,Dstv DSTV give S​.​A subscribers payment break decrease prices Covid-19 Sign Petition …,en,0,0,RabeNemalili,,,"Pretoria, South Africa",dstv dstv give subscrib payment break decreas price covid19 sign petit,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-04-30,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @jkishore: The outcome of the actions of the ruling class to the pandemic. ""Investors are betting, in part, that the Covid-19 crisis acc…",The outcome actions ruling class pandemic `` Investors betting part Covid-19 crisis acc…,en,0,389,LewSedow,,jkishore,,outcom action rule class pandem investor bet part covid19 crisi acc,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-04-30,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Reuters: The city of New York delivered a freezer truck to a funeral home after it was found to be storing bodies in unrefrigerated U-H…,The city New York delivered freezer truck funeral home found storing bodies unrefrigerated U-H…,en,0,0,smdolan,,Reuters,,citi new york deliv freezer truck funer home found store bodi unrefriger ,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-04-30,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Amid conditions of self-restraint due to #Covid_19, the Technical Committee, both #Greek #Cypriots and Turkish Cypr… https://t.co/hTGiqHUtuJ",Amid conditions self-restraint due Technical Committee Turkish Cypr…,en,0,1888,orthodox_times,"Covid_19, Greek, Cypriots",,,amid condit self restraint due technic committe turkish cypr,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-04-30,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@Snyberwiz hmmmm, yes i do recall that now .... but many of the deaths are due to inadequate  medical supplies not Covid 19 ..",hmmmm yes recall ... many deaths due inadequate medical supplies Covid ..,en,0,253,cualey,,Snyberwiz,,hmmmm ye recal mani death due inadequ medic suppli covid19,-0.5994,0.302,0.698,0.0,neg
1.26e+18,2020-04-30,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @OIC_OCI: #OICCountriesCombatCOVID19 Pregnant and worried about #Coronavirus? Stay safe with these tips.
#COVID19 #COVIDー19 #COVID__19 #…",Pregnant worried Stay safe tips …,en,0,0,Firoz95556275,"OICCountriesCombatCOVID19, Coronavirus, COVID19, COVIDー19, COVID__19",OIC_OCI,"Uttar Pradesh, India",pregnant worri stay safe tip,0.4404,0.0,0.58,0.42,pos
1.26e+18,2020-04-30,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Children contract the coronavirus less often and with less severity than the general population, and they don't pas… https://t.co/FF2ySzqkN6",Children contract coronavirus less often less severity general population n't pas…,en,0,1,FlorinResearch,,,,child contract coronaviru le often le sever gener popul pa,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-04-30,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @AdvoBarryRoux: Remdesivir drug that was made for Ebola blocks Coronavirus after 15 days of taking it. Patients, who are given this drug…",Remdesivir drug made Ebola blocks Coronavirus days taking Patients given drug…,en,0,261,MzonkeCebisa,,AdvoBarryRoux,"Cape Town, South Africa",remdesivir drug made ebola block coronaviru day take patient given drug,-0.4404,0.225,0.775,0.0,neg
1.26e+18,2020-04-30,"<a href=""https://rssmultiply.com/"" rel=""nofollow"">RSSMultiply</a>",Trent Partridge #globalcoin #facebook #crypto currency https://t.co/FavyayrfO4,Trent Partridge currency,en,0,1,LibraCoinNews,"globalcoin, facebook, crypto",,"Fort Lauderdale, Florida",trent partridg currenc,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-04-30,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @iamdevloper: The World Health Organization is advising people to follow five simple steps to help prevent the spread of COVID-19:

🧼 1.…",The World Health Organization advising people follow five simple steps help prevent spread COVID-19 🧼 .…,en,0,4,eyilanke,,iamdevloper,Whereever the money at,world health organ advis peopl follow five simpl step help prevent spread covid19,0.4215,0.0,0.743,0.257,pos
1.26e+18,2020-04-30,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @castrofy26: All KPL and NSL players today received 5000/- directly sent to their M-pesa accounts towards alleviating the effects of COV…,All KPL NSL players today received /- directly sent M-pesa accounts towards alleviating effects COV…,en,0,2837,showtyme_ke,,castrofy26,Sherehe Burrrdan!,kpl nsl player today receiv directli sent pesa account toward allevi effect cov,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-04-30,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @AijazMahesar2: Sindh Gov permits clinical trial for COVID-19 patients treatment with plasma https://t.co/2qCf9vO7pU,Sindh Gov permits clinical trial COVID-19 patients treatment plasma,en,0,0,imranpathanzai,,AijazMahesar2,"Hyderabad, Pakistan ",sindh gov permit clinic trial covid19 patient treatment plasma,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-04-30,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",City Report 2020! Understanding the COVID-19 😷 Pandemic Based on a Global Analysis of Hotel Reviews - Customer Alli… https://t.co/kcUSexU2cw,City Report Understanding COVID-19 Pandemic Based Global Analysis Hotel Reviews Customer Alli…,en,0,0,CustomerAll,,,"Berlin, Mexico",citi report understand covid19 pandem base global analysi hotel review custom alli,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-04-30,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @UK_Music: UK Music has compiled advice from Government and funding bodies on support for music businesses affected by the impact of the…,UK Music compiled advice Government funding bodies support music businesses affected impact the…,en,0,0,MusAnsSvc,,UK_Music,,uk music compil advic govern fund bodi support music busi affect impact,0.4019,0.0,0.803,0.197,pos
1.26e+18,2020-04-30,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @IminHisbook: Barry took a recession that was controllable &amp; made it a train wreck. He borrowed a lot of💰from the Chicoms for shovel rea…,Barry took recession controllable amp made train wreck He borrowed lot offrom Chicoms shovel rea…,en,0,0,CynthiaAlfont,,IminHisbook,"California, USA",barri took recess control made train wreck borrow lot offrom chicom shovel rea,-0.4404,0.195,0.805,0.0,neg
1.26e+18,2020-04-30,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Ceteris has supported local company &amp; major tenant Alva's @OmegaDiagnostic to expand &amp; assist in the fight against… https://t.co/IvJxV1yB2z,Ceteris supported local company amp major tenant Alva 's eand amp assist fight against…,en,0,0,CeterisScotland,,OmegaDiagnostic,"Alloa, Scotland",ceteri support local compani major tenant alva eand assist fight,0.0258,0.195,0.602,0.203,pos
1.26e+18,2020-04-30,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @DrZweliMkhize: Wondering why government has continued the ban on the sale of cigarettes? Find out more about the risks of smoking and C…,Wondering government continued ban sale cigarettes Find risks smoking C…,en,0,0,Kiara93489149,,DrZweliMkhize,,wonder govern continu ban sale cigarett find risk smoke ,-0.6908,0.449,0.551,0.0,neg
1.26e+18,2020-04-30,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @TheDemCoalition: ""My grandfather died today. He voted for you. He believed you when you said this virus was no worse than the flu. He b…",`` My grandfather died today He voted He believed said virus worse flu He b…,en,0,9,Lew5850,,TheDemCoalition,"Coral Springs, FL",grandfath die today vote believ said viru wors flu ,-0.7579,0.481,0.519,0.0,neg
1.26e+18,2020-04-30,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",.@PalmerReport .@Thom_Hartmann Trump wants to sue China for #covid19 Should Canada then sue USA ???? https://t.co/uehzY1Q62J,Trump wants sue China Should Canada sue USA,en,0,2,LiarTable,covid19,"PalmerReport, Thom_Hartmann",🍁,trump want sue china canada sue usa,0.0772,0.0,0.822,0.178,pos
1.26e+18,2020-04-30,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @florian_krammer: How will this all end? A few opinions from scientists in SA: https://t.co/gErFgg0Ogn
@sarahcobey @bencowling88 @Aubree…",How end A opinions scientists SA …,en,0,0,mghiglio,,"florian_krammer, sarahcobey, bencowling88",,end opinion scientist sa,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-04-30,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @jkishore: Illinois coronavirus: Cicero scrap metal workers walk off job after coworker dies from #COVID19 https://t.co/DtFKLg6JKY,Illinois coronavirus Cicero scrap metal workers walk job coworker dies,en,0,1,LewSedow,COVID19,jkishore,,illinoi coronaviru cicero scrap metal worker walk job cowork dy,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-05-01,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @toyin_abraham1: The real heroes of Covid-19 are the health workers, even giveaways can't compensate for all they've done for humanity.…",The real heroes Covid-19 health workers even giveaways ca n't compensate 've done humanity.…,en,0,32,woadamson,,toyin_abraham1,"Ikeja, Lagos, Nigeria. ",real hero covid19 health worker even giveaway compens done human,0.5574,0.0,0.714,0.286,pos
1.26e+18,2020-05-01,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Greenpeace: “Most people think that the #Covid-19 pandemic means that nature is finally having a chance to heal. But this is not what w…,“ Most people think pandemic means nature finally chance heal But w…,en,0,5,RouxMme,Covid,Greenpeace,,peopl think pandem mean natur final chanc heal ,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-05-01,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @BBhuttoZardari: Covid-19 causes sudden strokes in young adults, doctors say - ⁦@CNN⁩  https://t.co/ASxTwWDelZ",Covid-19 causes sudden strokes young adults doctors say ⁦⁩,en,0,84,deedarjatoiPPP,,"BBhuttoZardari, CNN",Pakistan,covid19 caus sudden stroke young adult doctor say,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-05-01,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @WilliamsRuto: On this Labour Day, we salute and offer our unfettered support to the dedicated healthcare, policemen and other frontline…",On Labour Day salute offer unfettered support dedicated healthcare policemen frontline…,en,0,3,HabBradley,,WilliamsRuto,,labour day salut offer unfett support dedic healthcar policeman frontlin,0.4019,0.0,0.769,0.231,pos
1.26e+18,2020-05-01,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",No One-Size-Fits-All Plan: The dilemma for States to reopen without triggering a new COVID-19 surge https://t.co/dG6xO0vQiN,No One-Size-Fits-All Plan The dilemma States reopen without triggering new COVID-19 surge,en,0,0,mkeind,,,,one size fit plan dilemma state reopen without trigger new covid19 surg,0.2023,0.12,0.704,0.176,pos
1.26e+18,2020-05-01,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",How Reliable Are COVID-19 Tests? Depends Which One You Mean https://t.co/Mz4UJEOmCN https://t.co/UL9nrklANR,How Reliable Are COVID-19 Tests Depends Which One You Mean,en,0,190,AfricanPeacemag,,,Africa,reliabl covid19 test depend one mean,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-05-01,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @FirstUp1050: Today's show:

NHL plans for ""phase 2"" of returning to hockey
CFL request for assistance from Canadian Government
Georges…",Today 's show NHL plans `` phase `` returning hockey CFL request assistance Canadian Government Georges…,en,0,28,CarloColaiacovo,,FirstUp1050,"Toronto, Ontario ",today show nhl plan phase return hockey cfl request assist canadian govern georg,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-05-01,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @PainiteGold: Reduce the spread of Covid-19 at the workplace with our Sanitizing Tunnel.
-SABS Approved Sanitizer 
-We install and maint…",Reduce spread Covid-19 workplace Sanitizing Tunnel -SABS Approved Sanitizer -We install maint…,en,0,6038,NtandoMntungwa,,PainiteGold,Theatre of Dreams,reduc spread covid19 workplac sanit tunnel sab approv sanit instal maint,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-05-01,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @HottieSource: Megan has teamed up with Congresswoman Sheila Jackson Lee and The UMMC to provide FREE COVID-19 testing for Houston resid…,Megan teamed Congresswoman Sheila Jackson Lee The UMMC provide FREE COVID-19 testing Houston resid…,en,0,13,volpexxxxx,,HottieSource,life’s a beach 🌊,megan team congresswoman sheila jackson lee ummc provid free covid19 test houston resid,0.5106,0.0,0.784,0.216,pos
1.26e+18,2020-05-01,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ProfCymOhAFC: The Covid-19 cure from Madagascar is doing wonders,out of 128 cases, 92 have already recovered from COVID-19 . The only p…",The Covid-19 cure Madagascar wonders cases already recovered COVID-19 The p…,en,0,3,zaliha_a,,ProfCymOhAFC,"Abuja, Nigeria",covid19 cure madagascar wonder case alreadi recov covid19 ,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-05-01,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @ThisIsMboya: Sharing especially during this time of COVID-19 pandemic is caring. #BidiiYetu https://t.co/9tg7cmAMlq,Sharing especially time COVID-19 pandemic caring,en,0,5,JoePresley1,BidiiYetu,ThisIsMboya,"Nairobi, Kenya",share especi time covid19 pandem care,0.6597,0.0,0.426,0.574,pos
1.26e+18,2020-05-01,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @DCUScienceComm: Call for papers on Covid-19 and #scicomm - Special Issue of JCOM-Journal of Science Communication  #COVID19 #Covid_19 h…,Call papers Covid-19 Special Issue JCOM-Journal Science Communication h…,en,0,2,alxjea,"scicomm, COVID19, Covid_19",DCUScienceComm,Dublin,call paper covid19 special issu jcom journal scienc commun ,0.4019,0.0,0.748,0.252,pos
1.26e+18,2020-05-01,"<a href=""http://iamsumane.lk"" rel=""nofollow"">Sumanerts</a>","RT @LiveSahan: 3 more Covid-19 patients recover and discharged from hospital today raising total to 157

තවත් කොරෝනා ආසාදිත 3 ක් සුවය ලබා…",Covid-19 patients recover discharged hospital today raising total තවත් කොරෝනා ආසාදිත ක් සුවය ලබා…,en,0,132,sumanebot,,LiveSahan,Sri Lanka,covid19 patient recov discharg hospit today rais total,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-05-01,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @GEJFoundation: Workers are on the driver's seat in our journey to development. They
have displayed daring courage and dedication in the…",Workers driver 's seat journey development They displayed daring courage dedication the…,en,0,0,AzubukoAda,,GEJFoundation,Nigeria,worker driver seat journey develop display dare courag dedic,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-05-01,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @heyandrews21: If COVID-19 leads to student loan forgiveness I will social distance till 2022 without a complaint,If COVID-19 leads student loan forgiveness I social distance till without complaint,en,0,72,ggabriellallenn,,heyandrews21,"Commerce, TX",covid19 lead student loan forgiv social distanc till without complaint,0.2235,0.0,0.827,0.173,pos
1.26e+18,2020-05-01,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @emmabirdgreen1: #LauraKuenssberg Laura, my aunt died yesterday from Covid 19; my wife is a nurse in ICU; my autistic daughter is being…",Laura aunt died yesterday Covid wife nurse ICU autistic daughter being…,en,0,0,AfrikaHot,LauraKuenssberg,emmabirdgreen1,,laura aunt die yesterday covid19 wife nurs icu autist daughter,-0.5994,0.302,0.698,0.0,neg
1.26e+18,2020-05-01,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RT @jsolomonReports: Pelosi: 'I myself cannot understand' why illegal immigrants can't receive COVID-19 stimulus payments https://t.co/bSYt…,Pelosi 'I understand illegal immigrants ca n't receive COVID-19 stimulus payments,en,0,22,JuliaHaverinen,,jsolomonReports,"Singed Pole, Maine",pelosi understand illeg immigr receiv covid19 stimulu payment,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-05-01,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @NSHCS: The Health and Care Professions Council @The_HCPC  has established a temporary register to receive final year students in a rang…,The Health Care Professions Council established temporary register receive final year students rang…,en,0,0,liz_crees,,"NSHCS, The_HCPC",,health care profess council establish temporari regist receiv final year student rang,0.4939,0.0,0.775,0.225,pos
1.26e+18,2020-05-01,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @CatPurry9: Dear @PeterDutton_MP
Never mind Captain Cook. He's long gone, unlike the #Covid_19 cases from the #RubyPrincess.
Enough dist…",Dear Never mind Captain Cook He 's long gone unlike cases Enough dist…,en,0,491,Sunsplashsun,"Covid_19, RubyPrincess","CatPurry9, PeterDutton_MP",AusTraLia SouTheRn tErrItoRy,dear never mind captain cook long gone unlik case enough dist,0.3818,0.0,0.794,0.206,pos
1.26e+18,2020-05-01,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",NEW BLOG - 'The impact of COVID-19 on town and city centres' Lead analyst @RonaldNyakairu uses LDC data to understa… https://t.co/jfYcHI5BQ0,NEW BLOG 'The impact COVID-19 town city centres Lead analyst uses LDC data understa…,en,0,5267,LocalDataCo,,RonaldNyakairu,"London, United Kingdom",new blog impact covid19 town citi centr lead analyst us ldc data understa,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-05-01,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @docandrewmurray: Health is the absolute priority. It's not time for elite sport to return yet. But its perhaps time to consider using t…,Health absolute priority It 's time elite sport return yet But perhaps time consider using t…,en,0,0,FSEM_UK,,docandrewmurray,"Edinburgh, UK",health absolut prioriti time elit sport return yet perhap time consid use,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-05-01,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RT @Jeanett78434655: @SkyNewsAust Did you run the same headline when the Commonwealth CMO made false accusations about medical staff in Tas…,Did run headline Commonwealth CMO made false accusations medical staff Tas…,en,0,1,jbacon_jenny,,"Jeanett78434655, SkyNewsAust",On Dja Dja Warrung land,run headlin commonwealth cmo made fals accus medic staff ta,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-05-01,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @SeekingN0rth: @sowmyaciyer @_arjunmohan_ @arvindrp @bhavanamittal @mohitgoel75 @SeekingNorth @sapna24desai @GhoshShanai @shibudotcom @a…,…,en,0,32,adgully,,"SeekingN0rth, sowmyaciyer, _arjunmohan_, arvindrp, bhavanamittal, mohitgoel75, SeekingNorth, sapna24desai, GhoshShanai, shibudotcom",India,,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-05-01,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",Read on to find out which schemes are automatically offered to your business and which ones are available to you sh… https://t.co/m5Excv6pnW,Read find schemes automatically offered business ones available sh…,en,0,38,Fixflo,,,"London, England",read find scheme automat offer busi one avail sh,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-05-01,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @adequatehousing: COVID-19 has revealed something astonishing and ugly-that it takes a global pandemic that could wipe out humanity to g…,COVID-19 revealed something astonishing ugly-that takes global pandemic could wipe humanity g…,en,0,26,RogerPGervais,,adequatehousing,"Ottawa, Canada",covid19 reveal someth astonish ugli take global pandem could wipe human ,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-05-01,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @R2KRN_PH: Tʀᴀɴsᴘᴀʀᴇɴᴄʏ Qᴜᴏᴛᴇ ᴏꜰ ᴛʜᴇ ᴅᴀʏ (1 May 2020):

“We need TRANSPARENCY because we want all Filipinos to conquer our nation’s batt…",Tʀᴀɴsᴘᴀʀᴇɴᴄʏ Qᴜᴏᴛᴇ ᴏꜰ ᴛʜᴇ ᴅᴀʏ 1 May “ We need TRANSPARENCY want Filipinos conquer nation ’ batt…,en,0,0,aerphilippines,,R2KRN_PH,, may need transpar want filipino conquer nation batt,0.0772,0.0,0.843,0.157,pos
1.26e+18,2020-05-01,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @ChrisGiles_: Based on the today's UK figures showing 260 people have died in hospitals with Covid-19, a cautious estimate of the number…",Based today 's UK figures showing people died hospitals Covid-19 cautious estimate number…,en,0,0,redflag3rd,,ChrisGiles_,"Glasgow, Scotland",base today uk figur show peopl die hospit covid19 cautiou estim number,-0.5574,0.257,0.658,0.086,neg
1.26e+18,2020-05-01,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @ARanganathan72: While the same government demands that Hindu temples contribute ten crore to the Chief Minister's Coronavirus Relief Fu…,While government demands Hindu temples contribute ten crore Chief Minister 's Coronavirus Relief Fu…,en,0,41,p_s_sriram,,ARanganathan72,,govern demand hindu templ contribut ten crore chief minist coronaviru relief fu,-0.4767,0.339,0.492,0.169,neg
1.26e+18,2020-05-01,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @spikedonline: “There’s so much naivety about herd immunity. The fact is that every country will need to achieve herd immunity against C…,“ There ’ much naivety herd immunity The fact every country need achieve herd immunity C…,en,0,43,MaraEnslin,,spikedonline,,much naiveti herd immun fact everi countri need achiev herd immun ,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-05-02,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @declassifiedUK: Should UK ministers be held legally or even criminally liable for failing to prevent deaths under covid-19, especially…",Should UK ministers held legally even criminally liable failing prevent deaths covid-19 especially…,en,0,2,aljola,,declassifiedUK,Ultima Thule,uk minist held legal even crimin liabl fail prevent death covid19 especi,-0.7783,0.411,0.444,0.144,neg
1.26e+18,2020-05-02,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @investindia: #BlogAlert

#HimachalPradesh Govt. - working tirelessly to minimise the impact of COVID-19 on the state!
Read NOW: https:/…",Govt working tirelessly minimise impact COVID-19 state Read NOW https /…,en,0,1,82jjc,"BlogAlert, HimachalPradesh",investindia,"Pune, MH",govt work tirelessli minimis impact covid19 state read http,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-05-02,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @WFPS_Leone: To safeguard the needs during the 3-day #COVID-19 lockdown, #WFP Sierra Leone is providing food assistance to 3,800 vulnera…","To safeguard needs -day lockdown Sierra Leone providing food assistance ,800 vulnera…",en,0,0,senesiekoroma5,"COVID, WFP",WFPS_Leone,Sierra Leone,safeguard need day lockdown sierra leon provid food assist vulnera,0.3818,0.0,0.776,0.224,pos
