Sentiment,Text
1,today gave care packag feed famili affect covid19 pandem majengo area ensur
1,slipperi slope start way abort go safe legal rare
0,peopl uk call covid19 say shit go
1,hair salon close due covid19 three set new volum strength shampoo condi
0,protest day anti work class anti peopl action goi covid19
0,rate ischem stroke covid19 infect low stroke sever deadli thu low
1,move fast break thing work nhsx listen free hsj latest podcast health tech respon
0,yoooo professor clutch fuck covid19
0,year old fatal rate covid19 roughli one million open school 
0,million risk life livelihood first respond front line worker said collin billi
0,highest infect rate africa death case yesterday djibouti anoth il
0,current covid19 death report clearli caus case
1,coronaviru test avail corbi bank holiday weekend appoint anyon age five
1,uddhav ji kindli allow day home quarantin day hotel quarantin co
1,legisl seek make sure peopl safe infect covid19
1,use freedom religion argument demand cart blanch demand open religi venu proffer falla
1,turn year old beat elderli man nurs home detroit care worker
0,fairfax counti health depart respond request nurs home longterm care facil death covid19
0,mad shopper got two thing ask respond messag wa
1,lesson learn pandem appli context climat chang join onlin discussi
1,clear statement made presid bodi call nccc taken critic decis respect
1,serum institut world largest manufactur vaccin volum work sever candid novel coron
0,chanc die percent far world health organ global mortal figur
0, suspect arrest special patrol unit spu offic north modderfontein rd reckless neglig
1, volunt fine work covid19 time pune help health worker messag contain zon
1,believ trump say safe take medic still get coronaviru
0,day th war covid19 continu
1,watch small cap need boost covid19 via
0,revsir covid19 global threat modern time thu new approach union therapi propos co
1,genovia report singl case covid19 true leadership look like
0,devasthanam land sold away direct contravent sthala purana high time stop
1,hello let share one peso le fortun one peso would mean lot
1,dear hope enjoy see parent seen mine week hope child enjoy se
0,morn joe plan sunday edit new york time devot front page covid19 dead al
0,eid mubarak everyon pleas forget say prayer one suffer covid19
1,gop gov desanti protect senior florida went
0,peopl die car accid wear seat belt peopl die cancer push earli detect
0,grow evid suggest covid19 infect like ill relat prolong time eed viru
0,covid19 show school friend shit realli show
1,dear philippin govern normal type cap look sordid unorgan irritati
1,suicid research clear australia need urgent action address covid19 fallout ian hicki
0,dead trump play golf unemploy econom plan lie day lie day
0,donald trump tout hydroxychloroquin miracl cure covid19 spite medic warn
0,remdesivir acct trial appear speed recoveri patient perhap lower day mortal 
0,peopl chicago die week covid19 relat gunshot wound vote mail
1,best onlin technolog busi best mall best store musn fo
1,wow cdc revis mortal rate symptom tricki word includ peopl without sympt
0,inmat releas earli due covid19 arrest attack woman hike trail exampl danger invo
0,washington state classifi sever shoot covid19 death wa state epidemiologist admit classifi som
0,anyon say quick judgement cum broken rule extent first
0,cousin mine pull life support tomorrow suffer multipl stroke due complic covid19
1,agre add japan pm abe other list wear mask protect covid19 micr
0,eect believ america flu death year sinc everyon die covid19
0,ice detaine die covid19 suffer horrifi neglect
1,natur send messag say tell need heal planet want hea
0,news philippin worldwid child pornographi peopl rape per day amid pand
0,presid trump warn congress covid19 democrat impeach shut flight chin
1,evid show cloth mask may help covid19
0,oh death happen nurs home dr acton oh dept health said nurs
0,follow covid19 locust attack bad year
1,eir med much ward stock month date covid19 patient allow wander neg case covi
0,today covid19 death unit state america pass mark dead viru
0,trump team kill rule design protect health worker pandem like covid19
0,set blame spread covid19 distract deliber failur gover
1,good discuss presid measur adopt india austria respond covid19
1,covid19 left thousand isol got think could help write letter
0,tuesday strike oakland come le week mcdonald worker citi went strike protest
0,know mani black bishop clergi cogic die covid19
1,month ago one close confid seem set tri identifi share 
1,fun fact stori everi singl part alarm
0,presid cyril ramaphosa lost complet control south africa rant level sa covid19 ar
0,news new seven deadli sin tv anim delay due covid19
1,hous offic district headquart hospit faisalabad say patient sever symptom like short 
0,news due covid19 taken difficult decis postpon major product fur
1,italian produc union strike agreement covid19 product protocol via
1,like said month ago vaccin develop antivir manufactur polit nation obtain bui
0,french govern cancel decre allow hospit doctor administ hydroxychloroquin treatment pati
1,temporarili make articl free read june elor addit way
0,greta incorrect flu death record death actual caus flu covid19 death
0,today pm mst flathead counti agenc age talk hunger montana
0,fascist regim propaganda fail american distrust info chines govt abt
0,sweden subject critic relax coronaviru strategi countri covid19 death toll nearli
1,best friend fur tail
0,advoc prison call decis exclud case problemat rais concern move could
1,hear player rover dundalk boh derri neg result covid19 test great
1,kerala ajith fan district committe honour covid19 fight health worker distribut wate
1,june certain shop across england reopen updat guidanc help reopen safe full guidanc
1,iit gandhinagar develop interact dashboard name mir ahd covid19 help administr hospit pub
1,event talent career organis two special help student critic time effect
1,widespread outbreak meatpack plant highlight need stronger measur protect worker
0,platform doctor told hold togeth other screw said engin
0,uncl die cancer certif state die covid19 question accuraci
0,anderson cooper shame obama play hn flu se
1,report leadership well research avail lot
0,insult least peopl die covid19 uk govt abandon commun test proper test
1,today watch cllr discu citi adapt renew covid19 third parti grant additio
1,trump act faster social medium covid19 lmao embarrass
0,covid19 almost made forget real viru america
0,see laugh mendac ineptitud excess death amount
1,feu advoc join nation commemor begin may june tri time
1,new foundat help broaden agenc donor base
0,astonish hot heel newsnight come govern liter use money pay
0,break death toll covid19 america reach life democrat medium pounc
0,asian american passion speak xenophob attack begin covi
1,texa suprem court lack immun covid19 alon enough vote mail big win
1,new analysi sequenc data suggest current covid19 outbreak spark mid feb well provid insigh
1,got email amazon pr team pre edit news stori script run show sell
0,karl anthoni town lost mother due covid19 outsid demand justic murder georg floyd eve
1,nih covid19 treatment guidelin panel panel recommend use ace inhibitor
0,kill polic told fault kill covid19 told fault live 
1,canada commit multilater drive candidaci innov financ
0,american dead american citi turmoil death georg floyd presid
0,jenni stejna spent two week fight life covid19 massachusett nurs home recover
0,name belli mujinga black woman got spat cough die covid19 got murder
0,school close teacher lose job due covid19
0,daili infect england high level incid make lift restrict riski
0,jump knew trump go bad never ever thought would bad shit cata
1,dear client restrict begin eas slowli open door implement prevent
1,ny bar associ want ny child pharma lab rat new eeriment vaccin even though cv im
0,presid trump cut tie due death destruct caus covid19
1,black men stay loyal partner find cure covid19 black men
1,covid19 start lessen number yet rise go one long outbreak 
0,time call kenyan polit leader fraud declar curfew covid19 demand
0,somber day rememb die covid19 far thursday digit versio
0,urban cluster becom worst covid19 hotspot need reimagin model urbanis
1,regardless professor say peopl care home vulner peopl
0,mass gather prohibit due covid19 except antifa want start riot major american citi
1,trump care world health even care health peopl elect 
0,doubt coincid populist least regard tr
1,need new emoji like one twitter jail sanit bottl bio hazard suit lot emoji
0,belli mujinga die covid19 spat man claim infect must face crimin charg
1,greet project life covid19 trade hre 
0,updat got permiss fuck yeah cop push hard barclay flung back tini
1,reuter lorrain sullivan irish pm say good chanc social distanc rule relax 
0,australia fire covid19 lot thing cancel footag ufo cop choke black 
0,today would anti cruelti societi th bark park due covid19 move park hea
1,sinc similar event cancel due covid19 protest dress cosplay super
0,student onlin learn due covid19 howev easi get distract one avoid 
1,ye mani live concern larg number
1,protest caus huge spike covid19 case major citi
0,note particip particip protest may also consid get covi
1,love read get compli polic repli folk thought covid19 stay ho
0,hey rememb realli paranoid contact trace silicon valley app peopl push track 
0,hous democrat lead voic fight progress nationwid commit fight injustic wherev
1, work acut adult care covid19 ward march april gradual slow
0,one guy room suggest get rid problem muslim covid19 patient ek inject lagwa dijiy 
0,tori govern punish london right thing covid19 stay home increas
0,hey mani app use normal workflow use stuck home ple
0,india peopl driven fight covid19
1,got polic pull eensiv as gear give nurs like mother proper ppe take care covi
1,english tourism week urg disappoint enjoy citi attract go onl
0,although covid19 pandem delay jabari grassroot effort also open pocket opportunit
1,remain peer pass inform help ee domin cum alleg covid19 breach
1,must muster vigour equival polit bounti energi see ba
0,la suspend covid19 test one blatant act biolog warfar peopl color ever seen
0,survey conspiraci theori fascin disturb uk adult think withhold secret covid19
0,sad news note singer sonu nigam confirm music compos wajid khan sajid wajid pass away short whi
1,updat aunt stabl shot rubber bullet snipper top build eye cant
0,la suspend covid19 test protest chicago school stop grab go meal child due
0,airlin hotel go work hard get busi travel back imposs busi
1,magistri clear covid19 man englandena
0,press releas sampl test may confirm new covid19 case case among sampl test po
0,updat russian health minist say countri infant mortal rate hit histor low
0,covid19 new infect death
0,mani thug riot prison democrat releas earli due covid19
1,bill import urgenc mass test mani thing help fight covid19
0,confirm case african contin recoveri death 
1,care patient covid19 unit approach hospit
0,believ riot season alreadi still covid19 decor
1,health offici brace like second wave covid19 offici world health organ hold brief
0,tyson food inc biggest meat processor return pre covid19 absente polici includ punish
1,smart citi advoc see covid19 polici opportun chang austin austin monitor
0,cure covid19 alway wors diseas nation pay heavi price quit time 
1,new star around world petit brazilian presid jair bolsonaro protect indigen peopl covid19
1,continu help healthcar facil local commun thailand thank ongo
1,freelanc relief fund help
1,nakd australia open covid19 case drop dramat start look like multi day beast lo
0,human finish fail drastic chang food system respons coronaviru pandem
1,want eras legaci shut nsc pandem
0,mr presid cours seen shit job done moran doesnt se
0,moneybal pro cancel
1,covid19 test avail new yorker test safe free confidenti easi also critic
1,bori johnson today stood parliament said proud record covid19 uk le
0,citi austin cancel juneteenth trash allow peopl go bar zilker
1,adderal sharpi pick believ rumor best yet
0,challeng lift restrict lockdown suppress transmiss reduc number peopl infect chang
0,rememb covid19 take week two week incub let medium fool say new ca
1,get valuabl inform age well colleagu covid19 specia
0,woman enggag lot men never trust lover final
0,covid19 danger even visit love one hospit even die hosp
1,respect today memori servic georg floyd minneapoli est hold press brie
0,help analysi donald trump mere apotheosi grow disdain among republican
1,heel studi show hydroxychloroquin help patient hospit covid19 new studi first
0,sourc death arizona depart correct staffer due covid19
0,innoc proven guilti pero dito sa anti terror bill guilti prove innoc
0,bad news everyon involv georg floyd infect covid19 autopsi reveal
1,contact nh advis isol day must even
0,autopsi reveal test posit covid19 april recov suffoc death knee
0,welcom file charg involv kill winston rago time end impun br
1,hand wash soap remain one effect cost effect mean prevent covid19 read belo
0,one chennai abl knowledg lawyer mr venkataraman known team madra hc die today due co
1,build global resili respons toward covid19 way forward join discu afri
1,faceless busi print share selfi day creat poster ask
0,sensit clear persuas argument lead caus excess death record covid19
0,battl covid19 race war sexual assault time must say lot
0,realiti check state carbon emiss amid lockdown lot need done curb climat chang spite
1,richest american given wealth covid19 relief given noth biggest donati
1,said modi regim want chang muslim major statu occupi kashmir take advantag covid19 lockdow
0,thing new york suspend habea corpu realli whole thing nutshel law say govern
0,militari sieg multipli suffer kashmiri amid outbreak covid19 indian troop inten
1,singapor parliament pass fortitud budget th packag govern measur design protect eco
0,took day protest realiz mayb protest acceler spread covid19 agai
1,thunder thought ppl find quit interest project graph covid19 pandem india india
1,eloit benefit call christian valu life joke
0,saw news orang moron visit factori main produc covid19 test kit everyth room
1,yesterday nypd sought grant right arrest anyon hold hour crowd 
1,oh alright inform could take sinc covid19 go got mine
0,three posit person die person test covid19 posit today
1,physic distanc face mask eye protect help prevent person person transmiss evid show
1,find told nh test trace servic contact someon coronaviru
1,pleas help save busi black own ice cream shop locat silver spring md deni assi
1,employe dcc bank vijayapur proud hand littl contr
1,ontario record spike number new covid19 case provinc surpass infect htt
0,premium tear kenyan react uhuru extens covid19 restrict
1,provis made extra secur protect vulner covid19 within hour
0,watch even gather ralli anti terror bill protest made point observ health protoco
0,ahmedabad report new covid19 case death total case count fatal health offici
0,also covid19 confirm test sixteen suspect case came back posit case ibadan south
0,present covid19 movi go die racist end
1,wonder lem tri kick back relax web surf host network connec
1,serco win covid19 test trace contract despit fine
0,taxi driver stratford spat die covid19 back may rip trevor bell say name
0,mani famili peopl commun color struggl pay rent amid covid19 senat mcconnel
0,inhibit bruton tyrosin kinas patient sever covid19 scienc immunolog
0,texa see record uptick covid19 case protest continu
0,remind speaker nc hous thom tilli pass law block medicaid eansion brag
0,sorri reason pandem rage irrespons behavior peopl ignor scienc
0,pleas take vaccin sure covid19 gone sinc start race war
1,american worker help slow spread covid19 deserv news last month ad million leisur hosp
1,pa cv free covid19 test la locat burbank drive thru other well
1,save peopl inhuman child separ famili live sleep cage eed covid19
0,first impeach covid19 riot fail guess tri next realli mat
1,hope touch statement made arlen foster podcast irish
0,scotland northern ireland record new covid19 relat death
0,angela merkel declin trump invit cite lack precautionari procedur prevent covid19 infect
1,read gay pride festiv area cancel year due covid19 everi cloud silver line
0,like call doctor around world say covid19 may lose
0,peopl die covid19 yesterday pleas wear mask public maintain social distanc ea
0,fatal exceed citi deputi health minist covid19 death toll may reach
1,brazil covid19 data like viru becom invis
0,american approv trump death covid19 million unemploy tear gass peac protest
1,austin artist musician fill applic relief fund super quick hit question
0,protest definit get test covid19
0,everi turn presid trump ignor eert downplay threat covid19 pose misl american peopl
0,wish would stop say covid19 fake disrespect peopl still mourn love
1,success household sme applic submit account detail cbn nbn covid19 target credi
1,isi al qaeda could profit covid19 commun sahel deal lockdown aid shortag
0,folk look forward lift restrict bear mind govern announc run spac
0,rubber bullet whose veloc match live ammunit estim fatal rate higher
1,huge news began februari long covid19 shutdown began inact ineptitud
1,good learner would make friend great woman leadership
0,stop let gop push fals narr economi boom covid19 alreadi recess
0,cleveland tv legend dick goddard covid19 daughter said facebook monday keep famili
1,will protect oce
1,pray god allow come home th circuit consid realiti winner eedit
0,rememb two month ago wh tout model project covid19 death top
1,doctor world need pleas join
0,covid19 jare graduat cancel jare met momma
0,univers washington forecast covid19 death august
0,black peopl die rate white peopl least peopl die would still
0,want pay tribut peopl lost life due covid19 pandem amphan shri
1,tonight resum report corrupt ministri health procur covid19 good report
1,sure pandem pa begin move countri easi forget hur
1,huge wall street journal analysi found across countri viru spread wide place cr
0,scrambl conserv cash cut cost 
0,want pay tribut peopl lost life due covid19 pandem amphan shri
0,correct gave incorrect death rate oz covid19 sorri certainli quarantin lockdown effect swe
1,would want know work hous hous next test covid19
1,care covid19 patient home
1,fact serco lead test trace proof proof need success govern past
1,interest studi still believ start china freez report viru sp
1,intern council nurs icn compil data gt countri statist howard cattin icn ceo
1,updat texa report record number patient hospit coronaviru third day row da
0,get test covid19 protest
0,odd anitfa insurg happen covid19 lose steam odd covid19 happen mome
1,geo senior produc attend sheesha parti friend day ago pictur twitter friend ca
1,sorri insan right canadian govt creat covid19 grant convolut constantli chang
0,medium stop spread disinform instead concentr burst myth relat covid19
1,health ministri roll home care guidelin covid19 patient ca aman say pc posit case kenya
1,join session host webinar result local govern covid19 surv
1,relax day limit prescript drug pharmacist work hard manag drug suppli
0,notic news shorten coverag protest tri shift focu back rise covid19
0,covid19 spread enenti death rate increas pti govt sure use everi trick book shift
1,work hard behind scene abl open monday th june safe way new setup detail
0,despit rel low number case africa train health worker deploy eert deliv
1,thank hon ble cm maharashtra shri uddhav ji inaugur wipro repurpos campu bed covi
0,applaud fight corrupt loot public fund go zimbabw cruel evil
0,static releas covid19 risk assess chart announc interact dashboard provid real
1,publish market analysi page report cover mkt size growth
0,suprem court take suo motu cogniz report improp handl covid19 patient undignifi dispos victim
1,tour would possibl without amaz crew work tirelessli behind scene help set run everi
1,got free covid19 antibodi test donat blood day ago got result today neg
0,dear librari still close arizona covid19 case rise return ill
0,catch covid19 die
1,follow everyon like tweet follow back catch eventu
0,new case covid19 report ratlam madhya pradesh aslam baba die covid19 use cure peopl kiss
0,lockdown restrict peopl funer curb spread covid19 coronaviru cut cost bereav fam
1,alway interest talk royal high danish crown princess import safeguard sexua
1,one graphic design student georgia put love sweet graphic skill entrepreneuri talent togeth
0,ga report key takeaway bcm demand drop bcm perman demand loss due covid19
0,least health worker mani involv covid19 respons argu protest racism polic brutal
0,zimbabw petit get obadiah moyo fire prove involv loot public fund mean
1,brilliant video put togeth hand learn look like univers fal
1,perhap fact guy think need militari grade protect public need protect oth
1,today mark day sinc countri first covid19 patient return holiday trip itali ca
1,chang imag report put sketch maulavi like put imag
0, mask reus gown dire ppe shortag reveal covid19 racial divid
1,sadiq khan play medium narr truth blm protest peac
0,one note rnc announc trump accept gop nomin jacksonvil florida broke record
1,keen know truth covid19 think rare case peopl cure return 
1,everyon els free move around go beach dine outsid govern extend 
1,result ongo challeng present covid19 promot azerbaijan singapor japan ha
1,patient treat wors anim sc rap handl patient
1,baron tick box come stay secur covid19 make sure
0,kindli stop harass paren
1,lockdown extend said chief minist friday appeal peopl
1,dr muffaz lakdawala ace design dc design covid19 special ambul
0,govern ignor warn stockpil ppe covid19 spread
1,cr janta covid19 test lab peopl million test test per day pray
0,artist vic mccewan write artist surviv troubl time articl momentum covid19 pu
1,want say britain futur want hear mani eerienc possib
0,indor male nurs rajesh aswara overcam covid19 say want help other combat remov fear mi
1,spoke prime minist thongloun sisoulith commend effect manag covid19 lao pdr also review
1,laugh posit test shahid afridi covid19 human diseas bound
0,american peopl kill day day without wear mask public area even
1,covid19 good effect life line human take drastic measur annual arl fra
0,cdc dare warn american may introduc strict covid19 regul spike case say fuc
1,covid19 ravag countri listen govern prefer save economi life
0,fire florida top coronaviru data scientist launch websit show covid19 inform state would
0,prophet muhammad directli address two biggest issu time diseas covid19 racism diseas tol
0,look mayor queenstown new zealand bunge jump celebr nation eas covid19 lockdown restrict 
0,oh protest covid19 prioriti see democrat 
1,woman repres migrant worker play import role health servic ee covid19 ar
1,serv serv heart find quest give get life bless
0,test avail ohioan even low risk asymptomat find test site nea
1,misbah ul haq eress best wish toward former team mate shahid afridi
1,page omit report govt omit seven recommend protect bame colleagu
0,chaz peep gon na prove covid19 bullshit
1,recov corona allah bless new life gave chanc make life valuabl
0,sad learn death mna ch noor tanveer nephew due covid19 today may allah rest depart soul peac
1,trump gop mnuchin promis help worker big small employ close economi nd wave
0,minut silenc observ ahead match memori victim covid19
1,thank republ burundi assist get highli need medicin mother period uncertai
0,covid19 worst diseas process ever work year icu nurs say recov
1,pore govt creat job help worker cope covid19 impact chan chun sing
1,good news covid19 thailand found case insid countri month alteadi
0,prison releas earli riker bc covid19 concern arrest time sinc take look
1,new zealand welcom back sport fan countri new covid19 case three week via
0,sign petit demand state offer onlin voter registr respons covid19
0,lo angel lead attorney mike feuer warn emerg scam involv contact trace imperson
0,someth know report stori california use prison labor clean isol cell peopl
1,rapper scarfac recov month covid19 diagnosi glad aliv fox dc
0,new covid19 case tulsa counti spike highest level sinc pandem began health depart dire
1,gov roy cooper sign law legisl provid money help run north carolina elect safe secur
1,make differ pamdem recov covid19 donat plasma save anoth life
0,almost bori johnson tri distract attent uk highest excess death rate wor
0,miss mobil covid19 test centr mississauga first time visit meadowval commun centr friday jun
0,covid19 breakout subsequ restrict led brand shift toward influenc market bw businessworl
1,report wealthi trump donor get million relief meant small busi administr refusi
1,covid19 realli social safe
1,health mutahi kagw announc new covid19 case test sampl total number rise http
0,today workmat die week wife apart come work noth social distanc
1,wow almost mask wear good two infect missouri hairstylist wear mask none custom
1,biodivers conserv africa close link poverti reduct human well post recov
1,delhi lnjp hospit review prepared relat covid19
1,major music sector reliant govern support get challeng time governmen
1,june issu aami news avail highlight special appreci issu includ devic manufactur
0,fill church portrait die pandem use broadcast homili
0,rajneeti news russian citi cancel victori parad en mass fear covid19 still loom kremlin say und
1,hey thing help friend spread word
0,deepest regret announc anymor special advis nation advis covid19 effect
1,yea unbeliev journal like man recent lost mother covid19
0,got cancel speak climat chang reform event past tweet link covid19 countri
1,brief messag monsta mention black life matter movement covid19 frontlin appreci
1,recommend improv effect multi agenc respons covid19 respons part
0,guess someon help bitter ooz
1,vumc doctor respond first life save drug found combat covid19
1,speaker pelosi say strong bipartisan support get tough platform wake pandem call adver
1,covid19 patient remain intens care across spain valencian commun oliv press news spain
0,four nun die within space week covid19 mother hous convent mthatha eastern cape
0,though gener primani turn back problem state maryland elect day
1,covid19 africa perform better eect
1,judg order trump administr give tribe covid19 relief fund
0,report firstpost other surround bodi start shoot indiscrimin crash loud 
1,keep read hear nh covid19 trac trace app call nh app complet di
0, right compar tulsa ralli recent anti polic brutal protest folk 
0,flu shot act like primer track vaccin statu factor see
0,cnn announc peopl die covid19 result attend trump ralli tulsa come sa
1,covid19 case growth number hospit concern much concern trump penni indic count
0,trump claim china cover covid19 case wtf peopl think trump america lose worldwid 
1,govern award million tender fix beitbridg border fenc zimbabw south africa meant
1,import case covid19 report arizona today pleas keep famili safe alway wear mask 
1,healthcar guidelin disclos protect health inform le provid
1,mayor around state want understand someth viru infect rise hospit capac
0,daili new confirm covid19 death per million peopl jun
1,great review sever covid19 team
1,frontlin health social care worker highest prioriti vaccin vaccin covid19 
0,wealthi republican make ton corpor sell flu vaccin vari
0,record coronaviru case today take state total toll rise new death
0,covid19 test treatment vaccin must free point servic percent cancer 
1,post talk enough peopl respons spread covid19 gl
1,good morn sandit excit let everyon know clear return work out monday
0,latest pima counti covid19 summari case death
0,project florida assum take step limit spread covid19 holi shit bad 
0,news know tweet lot fear regard shame covid19 pandem wan
0,kentucki use covid19 excus slash poll place tuesday vital primari defeat
0,pleas rememb book test covid19 symptom fever cough loss tast smell fast simpl
1,support trump bill gate financ soro money go wuhan lab fauci
1,bet protest hold pua benefit turn way start
0,peopl fall ill covid19 other infect viru eerienc symptom hm geneticist aim
